id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii
380,الحويجبات,El-Houidjbet,الماء الابيض,El Malabiod,12,تبسة,Tébessa
379,العوينات,El-Aouinet,العوينات,El Aouinet,12,تبسة,Tébessa
381,فركان,Ferkane,نقرين,Negrine,12,تبسة,Tébessa
385,نقرين,Negrine,نقرين,Negrine,12,تبسة,Tébessa
368,بئر مقدم,Bir Mokkadem,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa
367,بئر الذهب,Bir Dheheb,مرسط,Morsott,12,تبسة,Tébessa
388,صفصاف الوسرى,Saf Saf El Ouesra,أم علي,Oum Ali,12,تبسة,Tébessa
382,قريقر,Guorriguer,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa
366,بكارية,Bekkaria,الكويف,El Kouif,12,تبسة,Tébessa
371,بولحاف الدير,Boulhaf Dyr,الكويف,El Kouif,12,تبسة,Tébessa
387,أم علي,Oum Ali,أم علي,Oum Ali,12,تبسة,Tébessa
370,بوخضرة,Boukhadra,العوينات,El Aouinet,12,تبسة,Tébessa
374,الماء الابيض,El Malabiod,الماء الابيض,El Malabiod,12,تبسة,Tébessa
386,الونزة,Ouenza,الونزة,Ouenza,12,تبسة,Tébessa
375,المريج,El Meridj,الونزة,Ouenza,12,تبسة,Tébessa
364,عين الزرقاء,Ain Zerga,الونزة,Ouenza,12,تبسة,Tébessa
389,سطح قنطيس,Stah Guentis,العقلة,El Ogla,12,تبسة,Tébessa
377,العقلة,El Ogla,العقلة,El Ogla,12,تبسة,Tébessa
376,المزرعة,El Mezeraa,العقلة,El Ogla,12,تبسة,Tébessa
365,بجن,Bedjene,العقلة,El Ogla,12,تبسة,Tébessa
384,مرسط,Morsott,مرسط,Morsott,12,تبسة,Tébessa
391,ثليجان,Telidjen,الشريعة,Cheria,12,تبسة,Tébessa
372,الشريعة,Cheria,الشريعة,Cheria,12,تبسة,Tébessa
378,العقلة المالحة,El Ogla El Malha,بئر العاتر,Bir El Ater,12,تبسة,Tébessa
369,بئر العاتر,Bir-El-Ater,بئر العاتر,Bir El Ater,12,تبسة,Tébessa
390,تبسة,Tebessa,تبسة,Tebessa,12,تبسة,Tébessa
383,الحمامات,Hammamet,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa
373,الكويف,El Kouif,الكويف,El Kouif,12,تبسة,Tébessa
400,باب العسة,Bab El Assa,باب العسة,Bab El Assa,13,تلمسان,Tlemcen
441,تيرني بني هديل,Terny Beni Hediel,منصورة,Mansourah,13,تلمسان,Tlemcen
424,منصورة,Mansourah,منصورة,Mansourah,13,تلمسان,Tlemcen
404,بني مستر,Beni Mester,منصورة,Mansourah,13,تلمسان,Tlemcen
394,عين غرابة,Ain Ghoraba,منصورة,Mansourah,13,تلمسان,Tlemcen
411,شتوان,Chetouane,شتوان,Chetouane,13,تلمسان,Tlemcen
399,عمير,Amieur,شتوان,Chetouane,13,تلمسان,Tlemcen
393,عين فزة,Ain Fezza,شتوان,Chetouane,13,تلمسان,Tlemcen
422,هنين,Honnaine,هنين,Honnaine,13,تلمسان,Tlemcen
403,بني خلاد,Beni Khellad,هنين,Honnaine,13,تلمسان,Tlemcen
436,سيدي الجيلالي,Sidi Djillali,سيدي الجيلالي,Sidi Djillali,13,تلمسان,Tlemcen
410,البويهي,Bouihi,سيدي الجيلالي,Sidi Djillali,13,تلمسان,Tlemcen
427,ندرومة,Nedroma,ندرومة,Nedroma,13,تلمسان,Tlemcen
426,مسيردة الفواقة,M'sirda Fouaga,مرسى بن مهيدي,Marsa Ben Mehdi,13,تلمسان,Tlemcen
425,مرسى بن مهيدي,Marsa Ben M'hidi,مرسى بن مهيدي,Marsa Ben Mehdi,13,تلمسان,Tlemcen
437,سيدي مجاهد,Sidi Medjahed,بني بوسعيد,Beni Boussaid,13,تلمسان,Tlemcen
402,بني بوسعيد,Beni Boussaid,بني بوسعيد,Beni Boussaid,13,تلمسان,Tlemcen
434,سبدو,Sebdou,سبدو,Sebdou,13,تلمسان,Tlemcen
417,القور,El Gor,سبدو,Sebdou,13,تلمسان,Tlemcen
414,العريشة,El Aricha,سبدو,Sebdou,13,تلمسان,Tlemcen
409,بوحلو,Bouhlou,صبرة,Sabra,13,تلمسان,Tlemcen
423,مغنية,Maghnia,مغنية,Maghnia,13,تلمسان,Tlemcen
420,حمام بوغرارة,Hammam Boughrara,مغنية,Maghnia,13,تلمسان,Tlemcen
444,زناتة,Zenata,الحناية,Hennaya,13,تلمسان,Tlemcen
430,أولاد رياح,Ouled Riyah,الحناية,Hennaya,13,تلمسان,Tlemcen
421,الحناية,Hennaya,الحناية,Hennaya,13,تلمسان,Tlemcen
435,سيدي العبدلي,Sidi Abdelli,بن سكران,Bensekrane,13,تلمسان,Tlemcen
440,سوق الثلاثاء,Souk Tleta,باب العسة,Bab El Assa,13,تلمسان,Tlemcen
408,بن سكران,Bensekrane,بن سكران,Bensekrane,13,تلمسان,Tlemcen
418,فلاوسن,Fellaoucene,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen
395,عين الكبيرة,Ain Kebira,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen
392,عين فتاح,Ain Fetah,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen
443,تلمسان,Tlemcen,تلمسان,Tlemcen,13,تلمسان,Tlemcen
396,عين النحالة,Ain Nehala,عين تالوت,Ain Tellout,13,تلمسان,Tlemcen
397,عين تالوت,Ain Tellout,عين تالوت,Ain Tellout,13,تلمسان,Tlemcen
398,عين يوسف,Ain Youcef,الرمشي,Remchi,13,تلمسان,Tlemcen
405,بني وارسوس,Beni Ouarsous,الرمشي,Remchi,13,تلمسان,Tlemcen
416,الفحول,El Fehoul,الرمشي,Remchi,13,تلمسان,Tlemcen
431,الرمشي,Remchi,الرمشي,Remchi,13,تلمسان,Tlemcen
433,سبعة شيوخ,Sebbaa Chioukh,الرمشي,Remchi,13,تلمسان,Tlemcen
439,السواني,Souani,باب العسة,Bab El Assa,13,تلمسان,Tlemcen
432,صبرة,Sabra,صبرة,Sabra,13,تلمسان,Tlemcen
412,دار يغمراسن,Dar Yaghmoracen,الغزوات,Ghazaouet,13,تلمسان,Tlemcen
419,الغزوات,Ghazaouet,الغزوات,Ghazaouet,13,تلمسان,Tlemcen
438,السواحلية,Souahlia,الغزوات,Ghazaouet,13,تلمسان,Tlemcen
442,تيانت,Tianet,الغزوات,Ghazaouet,13,تلمسان,Tlemcen
406,بني صميل,Beni Smiel,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen
428,وادي الخضر,Oued Lakhdar,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen
429,أولاد ميمون,Ouled Mimoun,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen
401,بني بهدل,Beni Bahdel,بني سنوس,Beni Snous,13,تلمسان,Tlemcen
407,بني سنوس,Beni Snous,بني سنوس,Beni Snous,13,تلمسان,Tlemcen
415,العزايل,Azail,بني سنوس,Beni Snous,13,تلمسان,Tlemcen
413,جبالة,Djebala,ندرومة,Nedroma,13,تلمسان,Tlemcen
461,مهدية,Mahdia,مهدية,Mahdia,14,تيارت,Tiaret
447,عين دزاريت,Ain Dzarit,مهدية,Mahdia,14,تيارت,Tiaret
472,السبعين,Sebaine,مهدية,Mahdia,14,تيارت,Tiaret
455,الفايجة,Faidja,السوقر,Sougueur,14,تيارت,Tiaret
475,سي عبد الغني,Si Abdelghani,السوقر,Sougueur,14,تيارت,Tiaret
480,السوقر,Sougueur,السوقر,Sougueur,14,تيارت,Tiaret
485,توسنينة,Tousnina,السوقر,Sougueur,14,تيارت,Tiaret
465,مغيلة,Meghila,مغيلة,Meghila,14,تيارت,Tiaret
473,السبت,Sebt,مغيلة,Meghila,14,تيارت,Tiaret
479,سيدي حسني,Sidi Hosni,مغيلة,Meghila,14,تيارت,Tiaret
448,عين الحديد,Ain El Hadid,فرندة,Frenda,14,تيارت,Tiaret
456,فرندة,Frenda,فرندة,Frenda,14,تيارت,Tiaret
482,تخمرت,Takhemaret,فرندة,Frenda,14,تيارت,Tiaret
449,عين كرمس,Ain Kermes,عين كرمس,Ain Kermes,14,تيارت,Tiaret
453,جبيلات الرصفاء,Djebilet Rosfa,عين كرمس,Ain Kermes,14,تيارت,Tiaret
460,مادنة,Madna,عين كرمس,Ain Kermes,14,تيارت,Tiaret
463,مدريسة,Medrissa,عين كرمس,Ain Kermes,14,تيارت,Tiaret
476,سيدي عبد الرحمن,Sidi Abderrahmane,عين كرمس,Ain Kermes,14,تيارت,Tiaret
459,قصر الشلالة,Ksar Chellala,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret
457,قرطوفة,Guertoufa,رحوية,Rahouia,14,تيارت,Tiaret
474,سرغين,Serghine,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret
486,زمالة  الأمير عبد القادر,Zmalet El Emir Abdelkade,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret
469,وادي ليلي,Oued Lilli,وادي ليلي,Oued Lili,14,تيارت,Tiaret
477,سيدي علي ملال,Sidi Ali Mellal,وادي ليلي,Oued Lili,14,تيارت,Tiaret
454,جيلالي بن عمار,Djillali Ben Amar,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret
462,مشرع الصفا,Mechraa Safa,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret
481,تاقدمت,Tagdempt,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret
450,بوقرة,Bougara,حمادية,Hamadia,14,تيارت,Tiaret
458,حمادية,Hamadia,حمادية,Hamadia,14,تيارت,Tiaret
471,الرشايقة,Rechaiga,حمادية,Hamadia,14,تيارت,Tiaret
484,تيدة,Tidda,وادي ليلي,Oued Lili,14,تيارت,Tiaret
467,الناظورة,Nadorah,مهدية,Mahdia,14,تيارت,Tiaret
483,تيارت,Tiaret,تيارت,Tiaret,14,تيارت,Tiaret
464,مدروسة,Medroussa,مدروسة,Medroussa,14,تيارت,Tiaret
466,ملاكو,Mellakou,مدروسة,Medroussa,14,تيارت,Tiaret
478,سيدي بختي,Sidi Bakhti,مدروسة,Medroussa,14,تيارت,Tiaret
446,عين الذهب,Ain Deheb,عين الذهب,Ain Deheb,14,تيارت,Tiaret
451,شحيمة,Chehaima,عين الذهب,Ain Deheb,14,تيارت,Tiaret
468,النعيمة,Naima,عين الذهب,Ain Deheb,14,تيارت,Tiaret
445,عين بوشقيف,Ain Bouchekif,دحموني,Dahmouni,14,تيارت,Tiaret
452,دحموني,Dahmouni,دحموني,Dahmouni,14,تيارت,Tiaret
470,الرحوية,Rahouia,رحوية,Rahouia,14,تيارت,Tiaret
535,ميزرانـــة,Mizrana,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou
522,إيجــار,Idjeur,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou
510,بني دوالة,Beni-Douala,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou
512,بني زيكــي,Beni-Zikki,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou
527,إيلولة أومـــالو,Illoula Oumalou,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou
489,أقني قغران,Agouni-Gueghrane,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou
493,أيت بــوادو,Ait Bouaddou,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou
538,واضية,Ouadhias,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou
547,تيزي نثلاثة,Tizi N'tleta,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou
488,أغريب,Aghribs,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou
498,أيت شافع,Ait-Chafaa,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou
504,أقرو,Akerrou,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou
507,أزفون,Azeffoun,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou
525,إفليـــسن,Iflissen,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou
544,تيقـزيرت,Tigzirt,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou
505,أسي يوسف,Assi-Youcef,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou
513,بوغني,Boghni,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou
515,بونوح,Bounouh,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou
533,مشطراس,Mechtras,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou
517,ذراع بن خدة,Draa-Ben-Khedda,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou
540,سيدي نعمان,Sidi Namane,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou
543,تادمايت,Tadmait,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou
546,تيرمتين,Tirmitine,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou
494,أيت بومهدي,Ait Boumahdi,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou
501,أيت تودرت,Ait-Toudert,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou
509,بني عيسي,Beni-Aissi,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou
537,واسيف,Ouacif,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou
495,أيت خليلي,Ait Khellili,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou
534,مقــلع,Mekla,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou
541,صوامـــع,Souama,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou
511,بني يني,Beni-Yenni,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou
521,إبودرارن,Iboudrarene,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou
549,تيزي وزو,Tizi-Ouzou,تيزي وزو,Tizi Ouzou,15,تيزي وزو,Tizi Ouzou
487,أبي يوسف,Abi-Youcef,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou
490,عين الحمام,Ain-El-Hammam,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou
502,أيت يحيى,Ait-Yahia,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou
503,اقبيل,Akbil,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou
514,بوجيمة,Boudjima,ماكودة,Makouda,15,تيزي وزو,Tizi Ouzou
532,ماكودة,Makouda,ماكودة,Makouda,15,تيزي وزو,Tizi Ouzou
491,عين الزاوية,Ain-Zaouia,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou
496,أيت يحي موسى,Ait Yahia Moussa,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou
518,ذراع الميزان,Draa-El-Mizan,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou
520,فريقات,Frikat,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou
536,مكيرة,M'kira,تيزي غنيف,Tizi-Ghenif,15,تيزي وزو,Tizi Ouzou
548,تيزي غنيف,Tizi-Gheniff,تيزي غنيف,Tizi-Ghenif,15,تيزي وزو,Tizi Ouzou
552,يطــافن,Yatafene,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou
526,إيلـيــلتـن,Illilten,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou
528,إمســوحال,Imsouhal,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou
506,عزازقة,Azazga,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou
519,فريحة,Freha,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou
524,إيفيغاء,Ifigha,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou
551,إعــكورن,Yakourene,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou
553,زكري,Zekri,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou
492,أيت عقـواشة,Ait Aggouacha,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou
529,إيرجـــن,Irdjen,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou
530,الأربعــاء ناث إيراثن,Larbaa Nath Irathen,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou
500,أيت  أومالو,Ait-Oumalou,تيزي راشد,Tizi Rached,15,تيزي وزو,Tizi Ouzou
550,تيزي راشد,Tizi-Rached,تيزي راشد,Tizi Rached,15,تيزي وزو,Tizi Ouzou
497,أيت عيسى ميمون,Ait-Aissa-Mimoun,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou
539,واقنون,Ouaguenoun,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou
545,تيمـيزار,Timizart,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou
531,معـــاتقة,Maatkas,معاتقة,Maatkas,15,تيزي وزو,Tizi Ouzou
542,سوق الإثنين,Souk-El-Tenine,معاتقة,Maatkas,15,تيزي وزو,Tizi Ouzou
499,أيت محمود,Ait-Mahmoud,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou
508,بنــــي زمنزار,Beni Zmenzer,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou
523,إفــرحــونان,Iferhounene,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou
516,بوزقــن,Bouzeguene,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou
588,حسين داي,Hussein Dey,حسين داي,Hussein Dey,16,الجزائر,Alger
592,الكاليتوس,Les Eucalyptus,براقي,Baraki,16,الجزائر,Alger
606,سيدي موسى,Sidi Moussa,براقي,Baraki,16,الجزائر,Alger
591,القبة,Kouba,حسين داي,Hussein Dey,16,الجزائر,Alger
594,محمد بلوزداد,Mohamed Belouzdad,حسين داي,Hussein Dey,16,الجزائر,Alger
555,عين طاية,Ain Taya,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
558,باب الزوار,Bab Ezzouar,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
569,برج الكيفان,Bordj El Kiffan,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
574,الدار البيضاء,Dar El Beida,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
584,المرسى,El Marsa,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
595,المحمدية,Mohammadia,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
566,بئر توتة,Bir Touta,بئر توتة,Birtouta,16,الجزائر,Alger
598,اولاد شبل,Ouled Chebel,بئر توتة,Birtouta,16,الجزائر,Alger
609,تسالة المرجة,Tessala El Merdja,بئر توتة,Birtouta,16,الجزائر,Alger
587,هراوة,Herraoua,الرويبة,Rouiba,16,الجزائر,Alger
602,رغاية,Reghaia,الرويبة,Rouiba,16,الجزائر,Alger
603,الرويبة,Rouiba,الرويبة,Rouiba,16,الجزائر,Alger
593,المعالمة,Maalma,زرالدة,Zeralda,16,الجزائر,Alger
600,الرحمانية,Rahmania,زرالدة,Zeralda,16,الجزائر,Alger
607,سويدانية,Souidania,زرالدة,Zeralda,16,الجزائر,Alger
608,سطاوالي,Staoueli,زرالدة,Zeralda,16,الجزائر,Alger
610,زرالدة,Zeralda,زرالدة,Zeralda,16,الجزائر,Alger
559,بابا حسن,Baba Hassen,الدرارية,Draria,16,الجزائر,Alger
577,الدويرة,Douira,الدرارية,Draria,16,الجزائر,Alger
578,الدرارية,Draria,الدرارية,Draria,16,الجزائر,Alger
579,العاشور,El Achour,الدرارية,Draria,16,الجزائر,Alger
590,الخرايسية,Khraissia,الدرارية,Draria,16,الجزائر,Alger
554,عين بنيان,Ain Benian,الشراقة,Cheraga,16,الجزائر,Alger
573,الشراقة,Cheraga,الشراقة,Cheraga,16,الجزائر,Alger
575,دالي ابراهيم,Dely Ibrahim,الشراقة,Cheraga,16,الجزائر,Alger
586,الحمامات,Hammamet,الشراقة,Cheraga,16,الجزائر,Alger
599,اولاد فايت,Ouled Fayet,الشراقة,Cheraga,16,الجزائر,Alger
556,الجزائر الوسطى,Alger Centre,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger
582,المدنية,El Madania,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger
585,المرادية,El Mouradia,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger
605,سيدي امحمد,Sidi M'hamed,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger
604,السحاولة,Sehaoula,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger
567,بولوغين بن زيري,Bologhine Ibnou Ziri,باب الوادي,Bab El Oued,16,الجزائر,Alger
572,القصبة,Casbah,باب الوادي,Bab El Oued,16,الجزائر,Alger
596,وادي قريش,Oued Koriche,باب الوادي,Bab El Oued,16,الجزائر,Alger
601,الرايس حميدو,Rais Hamidou,باب الوادي,Bab El Oued,16,الجزائر,Alger
564,بئر مراد رايس,Bir Mourad Rais,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger
565,بئر خادم,Birkhadem,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger
576,جسر قسنطينة,Djasr Kasentina,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger
589,حيدرة,Hydra,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger
583,المغارية,El Magharia,حسين داي,Hussein Dey,16,الجزائر,Alger
562,ابن عكنون,Ben Aknoun,بوزريعة,Bouzareah,16,الجزائر,Alger
563,بني مسوس,Beni Messous,بوزريعة,Bouzareah,16,الجزائر,Alger
571,بوزريعة,Bouzareah,بوزريعة,Bouzareah,16,الجزائر,Alger
580,الابيار,El Biar,بوزريعة,Bouzareah,16,الجزائر,Alger
560,باش جراح,Bachedjerah,الحراش,El Harrach,16,الجزائر,Alger
570,بوروبة,Bourouba,الحراش,El Harrach,16,الجزائر,Alger
581,الحراش,El Harrach,الحراش,El Harrach,16,الجزائر,Alger
597,وادي السمار,Oued Smar,الحراش,El Harrach,16,الجزائر,Alger
561,براقي,Baraki,براقي,Baraki,16,الجزائر,Alger
568,برج البحري,Bordj El Bahri,الدار البيضاء,Dar El Beida,16,الجزائر,Alger
557,باب الوادي,Bab El Oued,باب الوادي,Bab El Oued,16,الجزائر,Alger
634,حاسي العش,Hassi El Euch,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa
612,عين الإبل,Ain El Ibel,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa
626,القديد,El Guedid,الشارف,Charef,17,الجلفة,Djelfa
621,الشارف,Charef,الشارف,Charef,17,الجلفة,Djelfa
618,بن يعقوب,Benyagoub,الشارف,Charef,17,الجلفة,Djelfa
642,سيدي بايزيد,Sidi Baizid,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa
637,مليليحة,M'liliha,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa
622,دار الشيوخ,Dar Chioukh,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa
644,تعظميت,Taadmit,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa
632,حد الصحاري,Had Sahary,حد الصحاري,Had Sahary,17,الجلفة,Djelfa
620,بويرة الأحداب,Bouira Lahdab,حد الصحاري,Had Sahary,17,الجلفة,Djelfa
613,عين فقه,Ain Fekka,حد الصحاري,Had Sahary,17,الجلفة,Djelfa
643,سيدي لعجال,Sidi Laadjel,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa
635,حاسي فدول,Hassi Fedoul,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa
628,الخميس,El Khemis,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa
641,سلمانة,Selmana,مسعد,Messaad,17,الجلفة,Djelfa
640,سد الرحال,Sed Rahal,مسعد,Messaad,17,الجلفة,Djelfa
636,مسعد,Messaad,مسعد,Messaad,17,الجلفة,Djelfa
631,قطارة,Guettara,مسعد,Messaad,17,الجلفة,Djelfa
623,دلدول,Deldoul,مسعد,Messaad,17,الجلفة,Djelfa
646,زكار,Zaccar,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa
625,دويس,Douis,الادريسية,El Idrissia,17,الجلفة,Djelfa
627,الادريسية,El Idrissia,الادريسية,El Idrissia,17,الجلفة,Djelfa
611,عين الشهداء,Ain Chouhada,الادريسية,El Idrissia,17,الجلفة,Djelfa
624,الجلفة,Djelfa,الجلفة,Djelfa,17,الجلفة,Djelfa
619,بيرين,Birine,بيرين,Birine,17,الجلفة,Djelfa
639,أم العظام,Oum Laadham,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa
629,فيض البطمة,Faidh El Botma,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa
616,عمورة,Amourah,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa
645,زعفران,Zaafrane,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa
630,قرنيني,Guernini,عين وسارة,Ain Oussera,17,الجلفة,Djelfa
615,عين وسارة,Ain Oussera,عين وسارة,Ain Oussera,17,الجلفة,Djelfa
617,بنهار,Benhar,بيرين,Birine,17,الجلفة,Djelfa
614,عين معبد,Ain Maabed,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa
633,حاسي بحبح,Hassi Bahbah,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa
638,مجبارة,Moudjebara,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa
662,جيجل,Jijel,جيجل,Jijel,18,جيجل,Jijel
656,العوانة,El Aouana,العوانة,El Aouana,18,جيجل,Jijel
668,سلمى بن زيادة,Selma Benziada,العوانة,El Aouana,18,جيجل,Jijel
660,أراقن سويسي,Erraguene Souissi,زيامة منصورية,Ziamah Mansouriah,18,جيجل,Jijel
650,بوسيف أولاد عسكر,Boussif Ouled Askeur,الطاهير,Taher,18,جيجل,Jijel
674,زيامة منصورية,Ziama Mansouriah,زيامة منصورية,Ziamah Mansouriah,18,جيجل,Jijel
651,الشحنة,Chahna,الطاهير,Taher,18,جيجل,Jijel
659,الامير عبد القادر,Emir Abdelkader,الطاهير,Taher,18,جيجل,Jijel
665,وجانة,Oudjana,الطاهير,Taher,18,جيجل,Jijel
672,الطاهير,Taher,الطاهير,Taher,18,جيجل,Jijel
652,الشقفة,Chekfa,الشقفة,Chekfa,18,جيجل,Jijel
657,القنار نشفي,El Kennar Nouchfi,الشقفة,Chekfa,18,جيجل,Jijel
670,سيدي عبد العزيز,Sidi Abdelaziz,الشقفة,Chekfa,18,جيجل,Jijel
658,الميلية,El Milia,الميلية,El Milia,18,جيجل,Jijel
667,أولاد يحيى خدروش,Ouled Yahia Khadrouch,الميلية,El Milia,18,جيجل,Jijel
666,أولاد رابح,Ouled Rabah,سيدي معروف,Sidi Marouf,18,جيجل,Jijel
671,سيدي معروف,Sidi Marouf,سيدي معروف,Sidi Marouf,18,جيجل,Jijel
661,غبالة,Ghebala,السطارة,Settara,18,جيجل,Jijel
669,السطارة,Settara,السطارة,Settara,18,جيجل,Jijel
649,بوراوي بلهادف,Bouraoui Belhadef,العنصر,El Ancer,18,جيجل,Jijel
655,العنصر,El Ancer,العنصر,El Ancer,18,جيجل,Jijel
664,خيري واد عجول,Khiri Oued Adjoul,العنصر,El Ancer,18,جيجل,Jijel
654,جيملة,Djimla,جيملة,Djimla,18,جيجل,Jijel
663,قاوس,Kaous,تاكسنة,Texenna,18,جيجل,Jijel
673,تاكسنة,Texenna,تاكسنة,Texenna,18,جيجل,Jijel
647,برج الطهر,Bordj T'har,الشقفة,Chekfa,18,جيجل,Jijel
